lineage_ID,dataset,variable,slope,intercept,std_err,kind
8.0,White Noise,$\phi$,-1.3694149286461885,3.481722125318553,0.1480117720815409,cv
9.0,Trace,$\phi$,-1.1112740907904182,-0.41153183398701554,0.03559549674914756,ebp
9.0,Trace,$\phi$,-1.168700566541542,-3.6102574381982757,0.0365929682568021,cv
9.0,Artificial,$\phi$,-1.5282681157030247,0.7689147818516302,0.11322293690848272,ebp
9.0,Artificial,$\phi$,-1.5276747375744006,-2.498304561265858,0.11275838874226958,cv
9.0,White Noise,$\phi$,-1.8211274455474724,1.6618441875334797,0.15372099271411163,ebp
9.0,White Noise,$\phi$,-2.001021421375101,7.819002111458703,0.20622974025074325,cv
10.0,Trace,$\phi$,-1.7369424106382023,0.864350660204706,0.0979840788659172,ebp
10.0,Trace,$\phi$,-1.732214166774848,-2.4345515673880342,0.09844064778218316,cv
10.0,Artificial,$\phi$,-1.4291826696514933,0.9595789014588494,0.09203207424262849,ebp
10.0,Artificial,$\phi$,-1.4375729311654033,-2.319308455412167,0.09168321985444544,cv
10.0,White Noise,$\phi$,-1.3586560608765268,0.6771855124381805,0.08017196361098526,ebp
10.0,White Noise,$\phi$,-1.4327474236689497,3.617884421988301,0.07384827563195077,cv
11.0,Trace,$\phi$,-1.481965706412899,0.27528475199150826,0.05420748738691389,ebp
11.0,Trace,$\phi$,-1.460486753776661,-2.921333298594866,0.054171384293210854,cv
11.0,Artificial,$\phi$,-1.4383026751070895,1.1664349609275448,0.0677771038797979,ebp
11.0,Artificial,$\phi$,-1.45728479295178,-2.0633171863539843,0.06766777588336353,cv
11.0,White Noise,$\phi$,-1.249435556559115,0.5716252789965437,0.08572201249189114,ebp
11.0,White Noise,$\phi$,-1.245477378530965,3.0060659642772856,0.08707936694642195,cv
12.0,Trace,$\phi$,-1.5673181676658248,0.7141200170232116,0.1356854364260744,ebp
12.0,Trace,$\phi$,-1.576650660757419,-2.777582013594218,0.13543344316291536,cv
12.0,Artificial,$\phi$,-0.6621039478813516,-0.7589341341945879,0.032939032221741014,ebp
12.0,Artificial,$\phi$,-0.6647355920274692,-4.078446436102034,0.03325775948637829,cv
12.0,White Noise,$\phi$,-2.386076693399822,2.8508765849610587,0.22457724047029828,ebp
12.0,White Noise,$\phi$,-2.3228212569201765,6.0338422011131,0.23572209112571962,cv
13.0,Trace,$\phi$,-1.2426533988285409,-0.2938051329780418,0.05804311253874101,ebp
13.0,Trace,$\phi$,-1.2338724318744483,-3.423355579885884,0.05808515059826456,cv
13.0,Artificial,$\phi$,-2.0056805450412627,2.302012297664751,0.11512392559380115,ebp
13.0,Artificial,$\phi$,-1.996882751754239,-0.8771725305321887,0.11533661299466373,cv
13.0,White Noise,$\phi$,-1.7167445325054749,1.9005997418009528,0.13317356362390176,ebp
13.0,White Noise,$\phi$,-1.4427949835411196,4.905596027540856,0.1797421792753859,cv
14.0,Trace,$\phi$,-1.6625213548894413,0.9018915041987441,0.07939862382542909,ebp
14.0,Trace,$\phi$,-1.6794090762307048,-2.349873057667187,0.07793364270690402,cv
14.0,Artificial,$\phi$,-2.1309999915908837,2.989759634716556,0.15998509516798773,ebp
14.0,Artificial,$\phi$,-2.134051673413525,-0.08964413906843927,0.16457545121095954,cv
14.0,White Noise,$\phi$,-2.0734714169268194,1.898513281343746,0.12843512101739196,ebp
14.0,White Noise,$\phi$,-2.1100984998793426,4.661020866876168,0.12938068755536108,cv
15.0,Trace,$\phi$,-0.7310528581166278,-1.121560420097266,0.03905987970957672,ebp
15.0,Trace,$\phi$,-0.7557185465582772,-4.3463448605313175,0.039136140081690605,cv
15.0,Artificial,$\phi$,-0.7458620440477868,-0.4810881045911577,0.04937329553698706,ebp
15.0,Artificial,$\phi$,-0.7322041421001831,-3.6650687366809045,0.04732326497426672,cv
15.0,White Noise,$\phi$,-1.8263595316604964,2.242675152639803,0.14285761896907978,ebp
15.0,White Noise,$\phi$,-1.689895085451772,4.976163516435177,0.14832116917277563,cv
16.0,Trace,$\phi$,-1.652970945012969,0.8489767090274629,0.07827867906785635,ebp
16.0,Trace,$\phi$,-1.6626905443764486,-2.2254834291094525,0.07871940792178458,cv
16.0,Artificial,$\phi$,-1.006463703682035,-0.049132633529896275,0.05240960273512511,ebp
16.0,Artificial,$\phi$,-1.0055741015793942,-3.1620241635662563,0.05211304014705717,cv
16.0,White Noise,$\phi$,-1.0527396498322876,0.2702653586567516,0.043771417227966174,ebp
16.0,White Noise,$\phi$,-1.1595622669287227,5.054343237035039,0.1986997966420399,cv
17.0,Trace,$\phi$,-1.5812551002469641,0.2987983793977458,0.1519372937970424,ebp
17.0,Trace,$\phi$,-1.5723738274855092,-3.045418799706666,0.15120303011927147,cv
17.0,Artificial,$\phi$,-2.2686996716398142,2.279994785301624,0.3007614318261943,ebp
17.0,Artificial,$\phi$,-2.2566126724498927,-1.2053146489824496,0.30077675476441385,cv
17.0,White Noise,$\phi$,-2.186611244247299,2.0955572312975246,0.17152534091600752,ebp
17.0,White Noise,$\phi$,-2.0045018756639394,6.138117882408998,0.37202857712130366,cv
18.0,Trace,$\phi$,-1.4143547728631714,0.1940603907896783,0.07093957375426319,ebp
18.0,Trace,$\phi$,-1.4406393579879757,-3.1280769822058234,0.07048419192366082,cv
18.0,Artificial,$\phi$,-1.621842009020659,1.254040366388204,0.07761831609068992,ebp
18.0,Artificial,$\phi$,-1.6011501140227564,-1.9929727423705748,0.07714354196796712,cv
18.0,White Noise,$\phi$,-1.0801475610288143,0.5836967564405482,0.06398957877724346,ebp
18.0,White Noise,$\phi$,-1.2009261404553315,5.5191559141638065,0.15249288126638919,cv
19.0,Trace,$\phi$,-1.4620002639586076,0.1701746250847851,0.20148166504672402,ebp
19.0,Trace,$\phi$,-1.4333556346257597,-3.4855775722352202,0.20229366799241308,cv
19.0,Artificial,$\phi$,-1.8617850861132734,1.0984038962191573,0.2149870799838762,ebp
19.0,Artificial,$\phi$,-1.8287793661871545,-2.565761493208388,0.21265474296200165,cv
19.0,White Noise,$\phi$,-1.2063413873967836,-0.20311646852486165,0.16004663241285366,ebp
19.0,White Noise,$\phi$,-1.3311699128067,2.51463776135526,0.16325000170789275,cv
0.0,Trace,$f$,-1.7411553069703058,2.0292118080444075,0.1336728738841217,ebp
0.0,Trace,$f$,-1.7555635859900889,-3.60221327428793,0.1333604659240518,cv
0.0,Artificial,$f$,-2.189042224883507,2.305088072513886,0.15140615400127644,ebp
0.0,Artificial,$f$,-2.179644933458442,-3.383837306124314,0.15172006061535792,cv
0.0,White Noise,$f$,-1.5932466917669756,1.243787596498927,0.09886925190903424,ebp
0.0,White Noise,$f$,-1.3771491960691122,4.119231724904727,0.12276476773684698,cv
1.0,Trace,$f$,-1.2295553279137104,0.7835535146530601,0.0908203473620606,ebp
1.0,Trace,$f$,-1.2494090344352557,-4.925640037321734,0.09340264696111693,cv
1.0,Artificial,$f$,-0.7307333510722385,-0.9186192372035844,0.056328765362121995,ebp
1.0,Artificial,$f$,-0.7299457024749103,-6.4610288728870415,0.05600914780290659,cv
1.0,White Noise,$f$,-1.3567861535146344,0.2575715077489269,0.09893889230150867,ebp
1.0,White Noise,$f$,-1.3976343138237097,2.672710402003771,0.10293338907159522,cv
2.0,Trace,$f$,-1.2898678167428919,0.8208796613334091,0.07722806197615519,ebp
2.0,Trace,$f$,-1.317631019728362,-4.600295388607047,0.07730496346362134,cv
2.0,Artificial,$f$,-0.999650396048513,0.08219007458471062,0.06755213253789055,ebp
2.0,Artificial,$f$,-0.9922688602528191,-5.574970712653567,0.06697458759747639,cv
2.0,White Noise,$f$,-1.399349328371243,0.5949526135220298,0.0643663833293026,ebp
2.0,White Noise,$f$,-1.6326798592097678,5.900405549302369,0.10721715693775949,cv
3.0,Trace,$f$,-1.2921662671681902,0.8410355886750693,0.06925153205474702,ebp
3.0,Trace,$f$,-1.2883965198417695,-5.04357024175975,0.06934911656878023,cv
3.0,Artificial,$f$,-1.1985988909951242,0.5164873982330316,0.06622440215621803,ebp
3.0,Artificial,$f$,-1.1833056148009133,-5.155513924596353,0.06511460595516459,cv
3.0,White Noise,$f$,-1.0838884308748031,0.22793346881883503,0.05852260516533285,ebp
3.0,White Noise,$f$,-1.1896724426677232,3.893866000697549,0.0749139521710282,cv
4.0,Trace,$f$,-1.7462765416636268,1.7781491845581958,0.14452080466445016,ebp
4.0,Trace,$f$,-1.7732140106394187,-3.9892599528380135,0.14320000476991535,cv
4.0,Artificial,$f$,-1.7290655474582801,1.7127962871862064,0.11597784391299784,ebp
4.0,Artificial,$f$,-1.7664638282704883,-4.301421631086685,0.1240194632044122,cv
4.0,White Noise,$f$,-1.090199565428613,-0.11520600294823025,0.06807591594040287,ebp
4.0,White Noise,$f$,-1.019397308829798,2.327125424789222,0.07383789675291687,cv
5.0,Trace,$f$,-2.2245668864414503,3.511028546682095,0.21260408756645718,ebp
5.0,Trace,$f$,-2.28158274014123,-2.4542652759607986,0.2156168167061247,cv
5.0,Artificial,$f$,-2.1156816708980286,3.1318291362530464,0.3058900245283962,ebp
5.0,Artificial,$f$,-2.1024452028607983,-2.77089068920798,0.3045286042271162,cv
5.0,White Noise,$f$,-1.9204837401677493,1.9070742483507832,0.25597852785935243,ebp
5.0,White Noise,$f$,-1.975533116223534,4.137850266600809,0.2545802424221668,cv
6.0,Trace,$f$,-1.6057569144570312,1.440854457599693,0.08935220769150845,ebp
6.0,Trace,$f$,-1.601028652081039,-4.669697746272986,0.08956733558559683,cv
6.0,Artificial,$f$,-1.4070630405599456,0.9563639320932436,0.10147933473214339,ebp
6.0,Artificial,$f$,-1.4041831327621934,-4.571105098400183,0.10081862267830434,cv
6.0,White Noise,$f$,-1.6006977217804448,1.206984552392253,0.11743074388996118,ebp
6.0,White Noise,$f$,-1.3495174851654628,4.692481099067302,0.1479285143202181,cv
7.0,Trace,$f$,-1.6226932201054296,1.7881739671854695,0.1182466911099038,ebp
7.0,Trace,$f$,-1.6238901242682287,-3.547101508649652,0.11836178073491942,cv
7.0,Artificial,$f$,-1.9271852663387359,1.6327115279852444,0.08052277408090361,ebp
7.0,Artificial,$f$,-1.944894425702503,-4.234118410914654,0.08042440932724405,cv
7.0,White Noise,$f$,-2.133257202278065,2.8336024992642157,0.17207720728266074,ebp
7.0,White Noise,$f$,-2.122760138635597,5.422688532216558,0.17166279019179945,cv
8.0,Trace,$f$,-1.007533825038548,0.39055039355023347,0.0909319861116627,ebp
8.0,Trace,$f$,-1.063296129742296,-5.730794619063117,0.08854792571698906,cv
8.0,Artificial,$f$,-1.1392595460759012,0.045562599911114,0.10811408968164364,ebp
8.0,Artificial,$f$,-1.1530630933361583,-5.885014569595654,0.10849027767987546,cv
8.0,White Noise,$f$,-1.5637695333495305,0.6839964392980447,0.20452755938709974,ebp
8.0,White Noise,$f$,-1.5421077761982873,2.9295997117185104,0.2113814421922618,cv
9.0,Trace,$f$,-1.2910084049749166,0.559007276389961,0.05001308283977031,ebp
9.0,Trace,$f$,-1.3429961278249793,-5.398616143257248,0.0480305769030888,cv
9.0,Artificial,$f$,-1.719803626833013,1.1281297875870289,0.06927930634679051,ebp
9.0,Artificial,$f$,-1.7152219339333776,-4.622033361490302,0.06947559289732672,cv
9.0,White Noise,$f$,-0.8988693370671076,0.15271456944342487,0.09188959073525906,ebp
9.0,White Noise,$f$,-0.7700354986819203,3.5872412060109564,0.10565145369851758,cv
10.0,Trace,$f$,-1.835394076445892,2.0962899326621454,0.11651835624792957,ebp
10.0,Trace,$f$,-1.8274123551945132,-3.866651161172922,0.11639713604072888,cv
10.0,Artificial,$f$,-1.363453109889619,0.8952579864022137,0.1077840314413727,ebp
10.0,Artificial,$f$,-1.37223751869958,-4.880260769347915,0.10800014021865889,cv
10.0,White Noise,$f$,-1.410847810720285,0.8142488574105382,0.1005774660189517,ebp
10.0,White Noise,$f$,-1.6535962278823995,4.546420619362506,0.13830735394403618,cv
11.0,Trace,$f$,-1.1923060041278193,0.7191988528684425,0.04765793200480041,ebp
11.0,Trace,$f$,-1.1931187899977564,-5.227243753465946,0.048009981010873636,cv
11.0,Artificial,$f$,-1.048486139497323,0.016544718557768956,0.041749519616732206,ebp
11.0,Artificial,$f$,-1.0502580989232164,-5.729881826991335,0.04271815229136521,cv
11.0,White Noise,$f$,-1.1225970818216278,0.11227860034153281,0.0535226694944335,ebp
11.0,White Noise,$f$,-1.1878846621107098,2.7394388364061992,0.06093786948278204,cv
12.0,Trace,$f$,-1.82508091602963,2.4111902362928297,0.20870782172765376,ebp
12.0,Trace,$f$,-1.8419969606748494,-3.6939909420659554,0.20839642395731667,cv
12.0,Artificial,$f$,-0.8790748472536581,-0.05854513818865481,0.06745103759815034,ebp
12.0,Artificial,$f$,-0.8786921260152494,-5.646048270201554,0.06721407798048279,cv
12.0,White Noise,$f$,-1.5802635710855009,1.2045534066924715,0.07860268985682536,ebp
12.0,White Noise,$f$,-1.541410490591068,4.722272259179418,0.09998082507531661,cv
13.0,Trace,$f$,-1.5528593352510487,1.1927570877131441,0.07744446093933503,ebp
13.0,Trace,$f$,-1.518571485835052,-3.893781353776129,0.07764058339088921,cv
13.0,Artificial,$f$,-1.651937218149625,1.2441803534306368,0.08107006713451428,ebp
13.0,Artificial,$f$,-1.6279556407520102,-4.058307260307832,0.0817831467903592,cv
13.0,White Noise,$f$,-1.4386340955007035,0.945793189305371,0.13143022198339607,ebp
13.0,White Noise,$f$,-1.3209549041554707,3.2746646503091976,0.14764943107940812,cv
14.0,Trace,$f$,-1.4359370198467691,1.1626310608676023,0.07788480941528618,ebp
14.0,Trace,$f$,-1.448212157849993,-4.5378108051980215,0.07689401906654349,cv
14.0,Artificial,$f$,-1.0291600625496145,-0.16813653923017702,0.05441320949944369,ebp
14.0,Artificial,$f$,-1.005148895693246,-5.752199218088097,0.053862128524603564,cv
14.0,White Noise,$f$,-1.1211355026117464,0.3873263272563343,0.07080637320368839,ebp
14.0,White Noise,$f$,-1.2977832175215605,4.0467343488498235,0.06389772913903265,cv
15.0,Trace,$f$,-0.5488968924762314,-0.34683574474663037,0.031633556557754273,ebp
15.0,Trace,$f$,-0.5479203373121723,-6.15977549640335,0.031444761677687866,cv
15.0,Artificial,$f$,-1.454933502829036,0.9221131750142169,0.07344267580291503,ebp
15.0,Artificial,$f$,-1.4333613792882494,-4.309918416336002,0.07163637690146708,cv
15.0,White Noise,$f$,-1.1961451958617635,0.11611854285025469,0.07265762013212153,ebp
15.0,White Noise,$f$,-1.268780370128881,3.8848607686086076,0.12063517000113079,cv
16.0,Trace,$f$,-1.2318204597923479,0.7394979011239995,0.056553142489078,ebp
16.0,Trace,$f$,-1.2708932099445613,-4.734032515984113,0.05674043002991188,cv
16.0,Artificial,$f$,-1.1976550777951653,0.699125476976898,0.09448680059989198,ebp
16.0,Artificial,$f$,-1.194338361397857,-5.1989644625249545,0.09426008953509839,cv
16.0,White Noise,$f$,-1.7085679236353053,1.579455518524024,0.09382143384508336,ebp
16.0,White Noise,$f$,-2.2013355932467413,7.277874096175446,0.11923633915050914,cv
17.0,Trace,$f$,-1.5652409184661333,0.5523998940339467,0.16391881289771648,ebp
17.0,Trace,$f$,-1.5787756332242895,-4.977778424591906,0.1639169757608473,cv
17.0,Artificial,$f$,-2.0144734380300915,2.4935446799488057,0.18866043044542097,ebp
17.0,Artificial,$f$,-2.12124036706424,-2.8259012299100235,0.18904234787540655,cv
17.0,White Noise,$f$,-1.6093707477978254,1.1486811901243366,0.16809573648892448,ebp
17.0,White Noise,$f$,-1.4209764978358062,3.1285986276580497,0.17697437067888086,cv
18.0,Trace,$f$,-1.1371142517040076,0.9060798533142513,0.06065574956984011,ebp
18.0,Trace,$f$,-1.174900702448908,-5.022047108126027,0.06251098173923464,cv
18.0,Artificial,$f$,-0.9792694925875907,-0.6604546307879748,0.05056157860828045,ebp
18.0,Artificial,$f$,-0.9740671880019875,-6.6409457049319975,0.05083864749459088,cv
18.0,White Noise,$f$,-1.7994939119252953,1.4977378853598458,0.10258370333901602,ebp
18.0,White Noise,$f$,-1.6166321738994058,5.83548828763947,0.20149890353769653,cv
19.0,Trace,$f$,-1.1944668783884378,0.26023176773336143,0.31067729930847204,ebp
19.0,Trace,$f$,-1.1586044871293144,-5.983611290817729,0.3112545535358408,cv
19.0,Artificial,$f$,-1.0829980316230183,0.10289830132874478,0.11200323185687255,ebp
19.0,Artificial,$f$,-1.0731444284488705,-5.922926889742824,0.10722051933144858,cv
19.0,White Noise,$f$,-1.325722497125957,0.341990599890595,0.18622155133040383,ebp
19.0,White Noise,$f$,-1.5103380713988592,2.4800636639058595,0.23075047138866558,cv
0.0,Trace,$\Delta$,-0.9602023515077259,-0.36458908789930966,0.04885784917360637,ebp
0.0,Trace,$\Delta$,-0.9839256820242265,-1.6394421027746762,0.04885176447707333,cv
0.0,Artificial,$\Delta$,-1.1549565117396765,0.291742948278392,0.08378700510889545,ebp
0.0,Artificial,$\Delta$,-1.1419512509321186,-0.9072633265772625,0.0842025536053619,cv
0.0,White Noise,$\Delta$,-1.0460744856865773,0.23511885318254588,0.05494219940924743,ebp
0.0,White Noise,$\Delta$,-0.9970657190264661,2.43904931195377,0.049017610036443504,cv
1.0,Trace,$\Delta$,-0.9596513182309657,0.07826259708051175,0.05428285206572945,ebp
1.0,Trace,$\Delta$,-0.9492633564619695,-1.598708525071995,0.053525484186211315,cv
1.0,Artificial,$\Delta$,-1.4858511060273762,0.609584207394005,0.07399367415361012,ebp
1.0,Artificial,$\Delta$,-1.4766736896471677,-0.8863557297041762,0.07423381115355901,cv
1.0,White Noise,$\Delta$,-1.560341302083813,1.1639571792467915,0.13832299677080467,ebp
1.0,White Noise,$\Delta$,-1.4238924014187728,3.9499889838808997,0.14487818712272219,cv
2.0,Trace,$\Delta$,-1.2418986409871489,0.40493269758475003,0.07973620630672984,ebp
2.0,Trace,$\Delta$,-1.2316525495435808,-0.8861523514781382,0.07855987809655077,cv
2.0,Artificial,$\Delta$,-1.22576356429601,0.09090703175028292,0.029349646461240813,ebp
2.0,Artificial,$\Delta$,-1.1849065083367576,0.14093745532289725,0.031876436910534746,cv
2.0,White Noise,$\Delta$,-1.1048563202998714,0.5693472413397362,0.057457880422401617,ebp
2.0,White Noise,$\Delta$,-0.8967510583050399,3.052647867389244,0.07388328136470912,cv
3.0,Trace,$\Delta$,-1.0862446746369505,0.16455871809552258,0.042954013112306205,ebp
3.0,Trace,$\Delta$,-1.085260356831206,-1.3354702331946129,0.04302072168983898,cv
3.0,Artificial,$\Delta$,-1.4585784932440538,1.3384008475213491,0.1138685779708965,ebp
3.0,Artificial,$\Delta$,-1.4697693006329082,-0.5984867433773093,0.1144872001503909,cv
3.0,White Noise,$\Delta$,-0.98049154074466,-0.38521653879127005,0.04528985266737923,ebp
3.0,White Noise,$\Delta$,-1.0623646926905754,2.8302295256799033,0.05378689075263455,cv
4.0,Trace,$\Delta$,-0.7109381644921596,-0.5070395387602242,0.05917334488317566,ebp
4.0,Trace,$\Delta$,-0.7903389398397833,-2.0263620433804523,0.07093021871097603,cv
4.0,Artificial,$\Delta$,-1.1991319228110986,0.043380279260425425,0.09900166854183097,ebp
4.0,Artificial,$\Delta$,-1.1963916037592008,-1.5779612751510652,0.09877364188758883,cv
4.0,White Noise,$\Delta$,-1.4495475014555812,1.0586467546993914,0.07417826005881527,ebp
4.0,White Noise,$\Delta$,-1.7805352160537125,6.152096468687361,0.20233002599448088,cv
5.0,Trace,$\Delta$,-0.7219086278434723,-0.7083173262371312,0.04683659919311289,ebp
5.0,Trace,$\Delta$,-0.7894889222704223,-2.1302418637642697,0.03840403989207949,cv
5.0,Artificial,$\Delta$,-0.9090730699161024,-0.1288085675254509,0.06949132369091714,ebp
5.0,Artificial,$\Delta$,-0.8807751726746514,-1.4611208896502021,0.07061316828115025,cv
5.0,White Noise,$\Delta$,-0.6552847428748212,-0.8849585048239734,0.041142641237084034,ebp
5.0,White Noise,$\Delta$,-0.6891326537272545,1.9002541287775359,0.04333720702378102,cv
6.0,Trace,$\Delta$,-0.9915946232689548,-0.4004032654773888,0.06255616638881635,ebp
6.0,Trace,$\Delta$,-0.9777830275970697,-2.277990625436596,0.061498487168970835,cv
6.0,Artificial,$\Delta$,-1.0308566535374049,-0.07398951987936186,0.03782096633819053,ebp
6.0,Artificial,$\Delta$,-1.009419937115716,-1.7681726910473716,0.03755568706697295,cv
6.0,White Noise,$\Delta$,-1.0884514205239904,-0.4353797153333958,0.059133427119374,ebp
6.0,White Noise,$\Delta$,-1.0982773542396256,2.299509827677364,0.06319468792870853,cv
7.0,Trace,$\Delta$,-0.7169863533452363,-0.17366245173156747,0.06068111200355476,ebp
7.0,Trace,$\Delta$,-0.6969019262441677,-1.4407597543352337,0.061673750582162935,cv
7.0,Artificial,$\Delta$,-1.9189980301573821,2.343990162031832,0.1662316714290048,ebp
7.0,Artificial,$\Delta$,-1.930181804117686,0.5868715274228125,0.16748252069766406,cv
7.0,White Noise,$\Delta$,-1.3367960703950472,0.5650120968685499,0.06464924366213565,ebp
7.0,White Noise,$\Delta$,-1.375097721610158,3.0508890503528976,0.06574117422161076,cv
8.0,Trace,$\Delta$,-0.8950003022974251,-0.32014069859099337,0.06465421394441528,ebp
8.0,Trace,$\Delta$,-1.5528305915710814,0.028762711713344657,0.23546722870396208,cv
8.0,Artificial,$\Delta$,-0.8839997520335855,-0.4479010222364752,0.0861960383044894,ebp
8.0,Artificial,$\Delta$,-0.8708198399351647,-2.1766274414443667,0.08462585425467296,cv
8.0,White Noise,$\Delta$,-1.1538453821101613,0.1670855058037204,0.08823339812400684,ebp
8.0,White Noise,$\Delta$,-1.4348609925463525,5.339939428639868,0.2887364034935394,cv
9.0,Trace,$\Delta$,-1.6388747237292005,1.4307034550478548,0.14466275971417886,ebp
9.0,Trace,$\Delta$,-1.951589071222267,0.8496478108733161,0.1767282680459423,cv
9.0,Artificial,$\Delta$,-1.5018023778175125,1.102344758915926,0.08468584136016818,ebp
9.0,Artificial,$\Delta$,-1.4829104600450065,-0.3420430371724992,0.0841679536118295,cv
9.0,White Noise,$\Delta$,-1.656854775790703,1.5987852363942077,0.13034970567837,ebp
9.0,White Noise,$\Delta$,-1.5450433853361456,3.879551444747107,0.11683714120831648,cv
10.0,Trace,$\Delta$,-0.7295169111174201,-0.9053564739077324,0.0352873084892202,ebp
10.0,Trace,$\Delta$,-0.7245449634193075,-2.4021381602822522,0.03559101521239507,cv
10.0,Artificial,$\Delta$,-1.0357335865543031,0.18682944271334234,0.03982749734863865,ebp
10.0,Artificial,$\Delta$,-1.0388144168211932,-1.2987030036455365,0.03968775599790991,cv
10.0,White Noise,$\Delta$,-1.8412378531544458,2.260267074801215,0.21076206495004346,ebp
10.0,White Noise,$\Delta$,-1.4291164174200008,4.227791012040951,0.2597275982001929,cv
