time,length,dataset,trap_ID,trace,lineage_ID
13.6,1.7681911835305317,SL,1,B,2
13.65,1.828721638249023,SL,1,B,2
13.7,2.1460680734356825,SL,1,B,2
7.15,3.679202833947358,SL,1,B,2
12.3,2.5232957688376985,SL,1,B,2
12.25,2.4335763183560157,SL,1,B,2
12.2,1.994279565473799,SL,1,B,2
12.15,1.9683470824801514,SL,1,B,2
10.55,1.9704008567619933,SL,1,B,2
10.6,2.0038644623802977,SL,1,B,2
10.65,1.9893633268331987,SL,1,B,2
10.7,2.2194055513505853,SL,1,B,2
10.75,2.478324122934012,SL,1,B,2
10.8,2.5944079004752214,SL,1,B,2
10.85,2.9715792467350903,SL,1,B,2
10.9,3.0552663607167396,SL,1,B,2
10.95,3.269678332008136,SL,1,B,2
11.0,3.6447700535309178,SL,1,B,2
11.05,4.106334879444822,SL,1,B,2
11.1,4.390648034975879,SL,1,B,2
11.15,2.1973589349179448,SL,1,B,2
11.2,2.1022574067274635,SL,1,B,2
10.45,3.6878739607352595,SL,1,B,2
11.25,2.5333275078347004,SL,1,B,2
11.35,3.1043411297557686,SL,1,B,2
11.4,3.340693977254231,SL,1,B,2
11.45,3.4484243665224925,SL,1,B,2
11.5,1.7498916418327786,SL,1,B,2
11.55,1.6887043457815718,SL,1,B,2
11.6,1.983515876023656,SL,1,B,2
11.65,2.1451836458062012,SL,1,B,2
11.7,2.326355682903665,SL,1,B,2
11.8,2.8540978631442107,SL,1,B,2
11.85,2.989915218424349,SL,1,B,2
11.9,3.2461098624376903,SL,1,B,2
11.95,3.833837022075194,SL,1,B,2
12.0,4.090795976923176,SL,1,B,2
12.1,1.6713514894783956,SL,1,B,2
11.3,2.889640064960755,SL,1,B,2
7.1,3.441312029183458,SL,1,B,2
11.75,2.47374974696517,SL,1,B,2
7.0,2.832925398075621,SL,1,B,2
2.15,3.6928899381052553,SL,1,B,2
2.2,4.034016128447215,SL,1,B,2
2.25,4.417112181990371,SL,1,B,2
2.3,2.3515168806832065,SL,1,B,2
2.35,2.434218523597575,SL,1,B,2
2.4,2.943439734947638,SL,1,B,2
2.45,3.026070518287537,SL,1,B,2
2.5,3.1146525049080154,SL,1,B,2
2.55,3.494228542684466,SL,1,B,2
2.6,3.657108739638867,SL,1,B,2
2.65,4.072275439437345,SL,1,B,2
2.7,2.1637450225511836,SL,1,B,2
2.75,2.330349898550793,SL,1,B,2
2.8,2.2356964149485306,SL,1,B,2
2.85,2.623958269037723,SL,1,B,2
2.9,2.8124742474475597,SL,1,B,2
2.95,3.0152945750985243,SL,1,B,2
3.0,3.1767398873052173,SL,1,B,2
3.05,3.5178897497043087,SL,1,B,2
3.1,3.8238320015450595,SL,1,B,2
3.15,4.096187422644745,SL,1,B,2
3.2,4.489207497343757,SL,1,B,2
3.25,4.601932023724774,SL,1,B,2
3.3,5.404798746635903,SL,1,B,2
3.35,2.5447634668211117,SL,1,B,2
3.4,2.905509071418216,SL,1,B,2
3.45,2.907192640073514,SL,1,B,2
3.5,3.4571179778504084,SL,1,B,2
3.55,3.4749218903223644,SL,1,B,2
2.1,3.306070110527363,SL,1,B,2
2.05,3.316945756449155,SL,1,B,2
2.0,3.1026046181451576,SL,1,B,2
1.95,3.023191117580509,SL,1,B,2
7.05,3.1725557138651355,SL,1,B,2
0.45,2.886687060018446,SL,1,B,2
0.5,3.2679340373639247,SL,1,B,2
0.55,3.6693242542560913,SL,1,B,2
0.6,3.4122375045372997,SL,1,B,2
0.65,3.995003274098718,SL,1,B,2
0.7,4.540693192232697,SL,1,B,2
0.75,4.6017735619744435,SL,1,B,2
0.8,5.113938144850022,SL,1,B,2
0.85,2.2483570355757125,SL,1,B,2
0.9,2.523198605291168,SL,1,B,2
0.95,2.7926105214673744,SL,1,B,2
1.0,2.9625046544968328,SL,1,B,2
1.05,3.353965485411592,SL,1,B,2
3.6,4.201227647423269,SL,1,B,2
1.1,3.2530120575174144,SL,1,B,2
1.2,4.064355317040963,SL,1,B,2
1.25,3.990153635720966,SL,1,B,2
1.3,4.801449503279777,SL,1,B,2
1.35,2.2821522654690196,SL,1,B,2
1.4,2.427475123697257,SL,1,B,2
1.45,2.924485241413606,SL,1,B,2
1.5,3.087073773927488,SL,1,B,2
1.55,3.549047408689756,SL,1,B,2
1.6,3.3113746500023327,SL,1,B,2
1.65,3.7676345559357607,SL,1,B,2
1.7,4.304661370001389,SL,1,B,2
1.75,4.7533869324803915,SL,1,B,2
1.8,5.034725531137767,SL,1,B,2
1.85,2.0729060509078723,SL,1,B,2
1.15,3.4799222161742733,SL,1,B,2
3.65,4.0246232630570775,SL,1,B,2
1.9,2.6535953965317898,SL,1,B,2
3.75,4.674491279961511,SL,1,B,2
5.5,2.788346685809216,SL,1,B,2
5.55,2.9759383977208107,SL,1,B,2
5.6,3.355384961959103,SL,1,B,2
5.65,3.5129582691747583,SL,1,B,2
5.7,3.7707245440856902,SL,1,B,2
5.75,4.2069619691038405,SL,1,B,2
5.8,4.506012949825901,SL,1,B,2
5.85,2.397482193042269,SL,1,B,2
5.9,2.35900505918983,SL,1,B,2
5.95,2.527303156319324,SL,1,B,2
6.0,3.2217137026056863,SL,1,B,2
6.05,3.4266984401833684,SL,1,B,2
6.1,3.3935321163311967,SL,1,B,2
6.2,3.713081401752534,SL,1,B,2
5.45,2.5874473937362623,SL,1,B,2
6.25,4.1772200710500815,SL,1,B,2
6.35,2.255817595428993,SL,1,B,2
6.4,2.419786559069756,SL,1,B,2
6.45,2.9278638759621485,SL,1,B,2
6.5,2.7392571119113693,SL,1,B,2
6.55,3.1678514686772314,SL,1,B,2
6.6,3.384583154522617,SL,1,B,2
6.65,3.6906913036209765,SL,1,B,2
6.7,3.8647979763748834,SL,1,B,2
6.75,4.071254687232332,SL,1,B,2
6.8,2.375525459492766,SL,1,B,2
6.85,2.7688373480648694,SL,1,B,2
6.9,2.352765385731605,SL,1,B,2
3.7,4.360911577184744,SL,1,B,2
6.95,2.6970595736270693,SL,1,B,2
6.3,2.3009773125182855,SL,1,B,2
5.4,2.3054305403996476,SL,1,B,2
6.15,3.73022583446318,SL,1,B,2
5.3,4.5364388440250565,SL,1,B,2
4.45,2.5752720035968615,SL,1,B,2
4.4,2.4217661581443513,SL,1,B,2
4.35,5.109045046482848,SL,1,B,2
4.3,4.518054208389075,SL,1,B,2
4.2,3.7074955696091023,SL,1,B,2
4.15,3.5950853369995017,SL,1,B,2
4.5,3.10211571179451,SL,1,B,2
4.1,3.2693351535003603,SL,1,B,2
4.0,2.7355652610560615,SL,1,B,2
3.95,3.0117337973751166,SL,1,B,2
3.9,2.577059567661301,SL,1,B,2
5.35,4.9032714560012,SL,1,B,2
3.85,2.5455800350818487,SL,1,B,2
3.8,4.968858195213213,SL,1,B,2
4.05,3.298566514634783,SL,1,B,2
4.55,2.8648611740326255,SL,1,B,2
4.25,4.212342568519654,SL,1,B,2
5.2,3.7177094976307092,SL,1,B,2
4.6,3.278278885656409,SL,1,B,2
5.15,3.5692913443006424,SL,1,B,2
5.1,3.3492147919933553,SL,1,B,2
5.05,3.207965958541747,SL,1,B,2
5.0,2.8501076968890366,SL,1,B,2
4.95,2.7064363414349546,SL,1,B,2
5.25,4.184369603896144,SL,1,B,2
4.85,4.39619162455526,SL,1,B,2
4.8,4.084790614490821,SL,1,B,2
4.75,3.724290360025498,SL,1,B,2
4.7,3.3453663154516895,SL,1,B,2
4.65,3.0758998419373835,SL,1,B,2
4.9,2.5305512666263397,SL,1,B,2
17.35,3.8789422422569664,NL,2,A,3
17.05,2.9002686570218184,NL,2,A,3
17.25,3.2836546740176824,NL,2,A,3
17.2,3.068315816887068,NL,2,A,3
17.15,2.9708224124883307,NL,2,A,3
17.1,3.05723521329982,NL,2,A,3
17.3,3.720147416810019,NL,2,A,3
16.75,4.329860716702979,NL,2,A,3
16.95,2.4540520500693326,NL,2,A,3
16.9,5.014289738016954,NL,2,A,3
16.65,3.459051141772709,NL,2,A,3
16.85,4.794339649820918,NL,2,A,3
16.8,4.241185349738417,NL,2,A,3
16.7,3.8819142852718156,NL,2,A,3
17.4,4.477077076276031,NL,2,A,3
17.0,2.5435574738358318,NL,2,A,3
17.45,4.5659490258719595,NL,2,A,3
18.15,3.204668753820493,NL,2,A,3
17.55,2.3349113412110603,NL,2,A,3
18.25,3.559189477875225,NL,2,A,3
18.3,3.8523700546232855,NL,2,A,3
16.6,3.567099650973191,NL,2,A,3
18.2,3.107456356148581,NL,2,A,3
18.1,2.720432152678733,NL,2,A,3
18.05,5.621374742908791,NL,2,A,3
18.0,5.303506288619492,NL,2,A,3
17.95,4.623157052037478,NL,2,A,3
17.9,4.132510531354678,NL,2,A,3
17.85,3.9938247292030953,NL,2,A,3
17.8,3.880118770800993,NL,2,A,3
17.75,3.532255994266462,NL,2,A,3
17.7,3.0482693132767826,NL,2,A,3
17.65,2.5977543125450766,NL,2,A,3
17.6,2.750468061391339,NL,2,A,3
17.5,4.837684761045313,NL,2,A,3
16.55,2.965582737003813,NL,2,A,3
14.9,2.9711547180254465,NL,2,A,3
16.45,2.5314621909910833,NL,2,A,3
15.45,2.7820215864970064,NL,2,A,3
15.4,2.967423254478284,NL,2,A,3
15.35,2.702530088799508,NL,2,A,3
15.3,2.490778545041485,NL,2,A,3
15.25,4.575419742340115,NL,2,A,3
15.2,4.169464498873136,NL,2,A,3
15.15,3.778983779850581,NL,2,A,3
15.1,3.737107805366807,NL,2,A,3
15.0,3.0941799296424692,NL,2,A,3
14.95,3.146359818499783,NL,2,A,3
14.85,2.5803211373596358,NL,2,A,3
14.8,5.022813397134674,NL,2,A,3
14.75,4.638743278844241,NL,2,A,3
18.35,4.124430440787982,NL,2,A,3
14.7,4.180492734761325,NL,2,A,3
15.5,3.2204138545496317,NL,2,A,3
16.5,2.9530367909973108,NL,2,A,3
15.55,3.553473646095354,NL,2,A,3
15.65,3.9906190702784703,NL,2,A,3
16.4,2.4677826854242033,NL,2,A,3
16.35,2.661314750326985,NL,2,A,3
16.3,2.2897775923615726,NL,2,A,3
16.25,4.116155114277602,NL,2,A,3
16.2,3.899245934953816,NL,2,A,3
16.15,3.9792858651428813,NL,2,A,3
16.1,3.49177526378318,NL,2,A,3
16.05,3.161616241217499,NL,2,A,3
16.0,3.3088456226538807,NL,2,A,3
15.95,2.951174396736131,NL,2,A,3
15.9,2.519048017666167,NL,2,A,3
15.85,2.6349935283918264,NL,2,A,3
15.8,4.758503345127077,NL,2,A,3
15.75,4.647222322739509,NL,2,A,3
15.7,4.1619556184582285,NL,2,A,3
15.6,3.7740720792394487,NL,2,A,3
18.4,3.787239754369274,NL,2,A,3
21.7,1.7419328243995666,NL,2,A,3
18.5,4.589307916434525,NL,2,A,3
21.2,3.797223100202496,NL,2,A,3
21.15,3.7024736390387285,NL,2,A,3
21.1,3.3718404999641085,NL,2,A,3
21.05,3.226422968139362,NL,2,A,3
21.0,2.970882175490229,NL,2,A,3
20.95,2.822917612891733,NL,2,A,3
20.9,2.6733002139145223,NL,2,A,3
20.85,2.2588179390600565,NL,2,A,3
20.8,2.152901056473796,NL,2,A,3
20.75,2.135406695357334,NL,2,A,3
20.7,1.9693019870232267,NL,2,A,3
20.65,1.9997692148984894,NL,2,A,3
20.6,4.230611918649631,NL,2,A,3
20.55,3.9302383751981096,NL,2,A,3
20.5,3.5086333759102386,NL,2,A,3
21.25,1.9343017230956636,NL,2,A,3
20.45,3.720213293282556,NL,2,A,3
21.3,1.7953125582892984,NL,2,A,3
21.4,2.586317139459284,NL,2,A,3
22.15,2.897694275616094,NL,2,A,3
22.1,2.885996364666251,NL,2,A,3
22.05,2.558253601264819,NL,2,A,3
22.0,2.549329026472672,NL,2,A,3
21.95,2.4832725719041506,NL,2,A,3
21.9,1.9995736366270818,NL,2,A,3
21.85,2.305315154573169,NL,2,A,3
21.8,1.9747124833536402,NL,2,A,3
21.75,1.8503455832666282,NL,2,A,3
14.65,3.7615638113745526,NL,2,A,3
21.65,3.602096713286107,NL,2,A,3
21.6,3.350767886989359,NL,2,A,3
21.55,3.2144889728089634,NL,2,A,3
21.5,2.987053697645033,NL,2,A,3
21.45,2.5409197313221044,NL,2,A,3
21.35,2.332457195531908,NL,2,A,3
20.4,3.452831543768875,NL,2,A,3
20.35,3.04872262108124,NL,2,A,3
20.3,2.7657314765925793,NL,2,A,3
19.25,3.2679079597298015,NL,2,A,3
19.2,3.136937604346599,NL,2,A,3
19.15,3.057571265030943,NL,2,A,3
19.1,5.473915036450889,NL,2,A,3
